,name,platform_id,url,total_review_count,address,id,image_url,lat,lng,zabiha_name,zabiha_lat,zabiha_lng,zabiha_distance,zabiha_similarity,mfoodies_name,mfoodies_lat,mfoodies_lng,mfoodies_distance,mfoodies_similarity,halal,note_1,note_2
3574,Sara Meat Market,r7LG-QgzBSQ9c0MENhu3Lw,https://www.yelp.com/biz/sara-meat-market-niles?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,14,"{""9001 N Milwaukee Ave"",""Niles, IL 60714""}",21705,https://s3-media1.fl.yelpcdn.com/bphoto/oW0VMCxzY4YQVd6BbKGQNQ/o.jpg,42.04404,-87.82924,Papa's Halal Chicken,40.6252772,-74.1484573,1151.811628,0.388888889,Halal Kitchen,40.7340458,-74.0080545,1160.865156,0.275862069,TRUE,He is having there zabiha�halal�meat as well as organic meat.,
3594,TAVA Fresh Taste of India,69FwwxDp7Eo3-ubrj3jC5w,https://www.yelp.com/biz/tava-fresh-taste-of-india-morton-grove-3?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,603,"{""7172 Dempster St"",""Morton Grove, IL 60053""}",21711,https://s3-media1.fl.yelpcdn.com/bphoto/rw2r7LQQS5O_dxDxTFJtrQ/o.jpg,42.041477,-87.805516,Papa's Halal Chicken,40.6252772,-74.1484573,1149.839382,0.133333333,Halal Kitchen,40.7340458,-74.0080545,1158.8952,0.157894737,TRUE,They have stated they are zabiha/halal�which is awesome.,
3603,Luzzat,L-qbCMjUP7IKCK9r0w84kg,https://www.yelp.com/biz/luzzat-chicago?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,233,"{""1505 W Jarvis Ave"",""Chicago, IL 60626""}",21721,https://s3-media2.fl.yelpcdn.com/bphoto/T6ybYj2Kji53EL5u5lWpOQ/o.jpg,42.0158901,-87.6686027,Papa's Halal Chicken,40.6252772,-74.1484573,1138.385951,0.076923077,Halal Kitchen,40.7340458,-74.0080545,1147.470063,0.210526316,TRUE,"FYI, the meat is zibah�halal�and Luzzat is BYOB!",
3614,Roka Akor - Chicago,rgHFY55p10VVur7N3s-z5Q,https://www.yelp.com/biz/roka-akor-chicago-chicago?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,1184,"{""456 N Clark St"",""Chicago, IL 60654""}",21772,https://s3-media1.fl.yelpcdn.com/bphoto/5Y6wK7K_U7e0_mYawKbtpQ/o.jpg,41.89058778,-87.63129574,Papa's Halal Chicken,40.6252772,-74.1484573,1134.586339,0.358974359,Halal Kitchen,40.7340458,-74.0080545,1143.843148,0.1875,TRUE,"�It took some time to figure out what are the other�halal�options on the menu, but we didn't like any of those.",
3623,Pete's Fresh Market,FSFHIRcXl37JYVu_8EKknw,https://www.yelp.com/biz/petes-fresh-market-oakbrook-terrace?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,218,"{""17 W 675 Roosevelt Rd"",""Oakbrook Terrace, IL 60181""}",21781,https://s3-media3.fl.yelpcdn.com/bphoto/CwUC_EXPH3XVLgF-15mhdA/o.jpg,41.85902917,-87.97355711,Papa's Halal Chicken,40.6252772,-74.1484573,1162.752907,0.358974359,Halal Kitchen,40.7340458,-74.0080545,1172.06544,0.0625,TRUE,Great selection of international foods including fresh�Halal�meats.,
3625,Sahar International Supermarket,f2653UrJVyQD5E_yt7uS0w,https://www.yelp.com/biz/sahar-international-supermarket-chicago?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,21,"{""4851 N Kedzie Ave"",""Chicago, IL 60625""}",21812,https://s3-media3.fl.yelpcdn.com/bphoto/wBCl6ZgLdr8uVVWUDmyzww/o.jpg,41.96955698,-87.70844771,Papa's Halal Chicken,40.6252772,-74.1484573,1141.391636,0.352941176,Halal Kitchen,40.7340458,-74.0080545,1150.542213,0.227272727,TRUE,Meat products are�halal.�,
3646,New York Fried Chicken & Pizza,JpLhSOeceEFcX8IKNJ9CfA,https://www.yelp.com/biz/new-york-fried-chicken-and-pizza-elizabeth-3?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,74,"{""1000 Louisa St"",""Elizabeth, NJ 07201""}",21838,https://s3-media1.fl.yelpcdn.com/bphoto/DvEJpB9adyCGj_Ngpw9UgQ/o.jpg,40.6754522,-74.1994267,Halal Crown Chicken,40.640462,-74.1312001,6.94693255,0.367346939,Al Masry,40.7040908,-74.0131726,16.02338312,0.105263158,TRUE,The quality of their meats were good and�halal�which is a bonus.,
3648,El Rinconcito Sabroso,BvdUvK2Pvt3H2BRB8BRkrA,https://www.yelp.com/biz/el-rinconcito-sabroso-elizabeth?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,19,"{""47 Westfield Ave"",""Elizabeth, NJ 07208""}",21842,https://s3-media3.fl.yelpcdn.com/bphoto/j_cO3xG2Ej4hUBxd0Iec3w/o.jpg,40.66737,-74.22085,Papa's Halal Chicken,40.6252772,-74.1484573,7.694852525,0.195121951,Al Masry,40.7040908,-74.0131726,17.9808409,0.275862069,TRUE,The best part is everything is�halal!�,
3649,King Chicken & Gyro,SOnd5J0HwpFvfYNmn447FA,https://www.yelp.com/biz/king-chicken-and-gyro-elizabeth?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,6,"{""608 Spring St"",""Elizabeth, NJ 07201""}",21846,https://s3-media1.fl.yelpcdn.com/bphoto/rCUCSeC4M_uUMKv6q-0Bgw/o.jpg,40.67438,-74.20003,Halal Crown Chicken,40.640462,-74.1312001,6.923529199,0.473684211,Al Masry,40.7040908,-74.0131726,16.097407,0.148148148,FALSE,All I could crave (at23weeks peeggers) at the moment was�halal�( falafel ) to specific.,
3653,World Fresh Market,bLQsN_sixg2CUmAwYAiPjw,https://www.yelp.com/biz/world-fresh-market-chicago?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,28,"{""2434 W Devon Ave"",""Chicago, IL 60659""}",21853,https://s3-media3.fl.yelpcdn.com/bphoto/8Rmwh3fhfYpDjxRbrsI91g/o.jpg,41.99777308,-87.69133583,Papa's Halal Chicken,40.6252772,-74.1484573,1140.147916,0.263157895,Halal Kitchen,40.7340458,-74.0080545,1149.258447,0.193548387,TRUE,I love that there is a�halal�butcher available and the produce is the freshest I have seen �yet!,
3666,Devon Market,2l8rt03j9EH5-Z9rD84MGQ,https://www.yelp.com/biz/devon-market-chicago?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,211,"{""1440 W Devon Ave"",""Chicago, IL 60660""}",21866,https://s3-media4.fl.yelpcdn.com/bphoto/hkvIIRsnxNrKUDPLlikIuQ/o.jpg,41.99816488,-87.66750008,Papa's Halal Chicken,40.6252772,-74.1484573,1138.183656,0.25,Halal Kitchen,40.7340458,-74.0080545,1147.292427,0.16,TRUE,They even had some kosher food items and�halal�meat as well.,
3671,Texas Chicken & Burgers,2VNWObiDWO-z4GbRa0b-rQ,https://www.yelp.com/biz/texas-chicken-and-burgers-kew-gardens?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,49,"{""120-20 Queens Blvd"",""Kew Gardens, NY 11415""}",21927,https://s3-media1.fl.yelpcdn.com/bphoto/xivIO0ujTE6OZFAlHcTG2w/o.jpg,40.7135465,-73.8297555,Shah's Halal Food Cart,40.71423832,-73.83056935,0.103066926,0.222222222,Affy's Premium Grill,40.764918,-73.9551707,12.01156515,0.23255814,TRUE,Their food is 100%�halal�beef and chicken that comes from farms that believe in a fully grain-based diet.�,
3672,Amina Thai,HzJP6ICu_Naf5R0swzd-dg,https://www.yelp.com/biz/amina-thai-jamaica?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,147,"{""169-22 Hillside Ave"",""Jamaica, NY 11432""}",21982,https://s3-media4.fl.yelpcdn.com/bphoto/Jd9t1MxANeVWkcur5F4KfA/o.jpg,40.7107274,-73.7929057,Amina Thai,40.7107274,-73.7929057,0,1,Affy's Premium Grill,40.764918,-73.9551707,14.9403195,0.333333333,TRUE,,
3673,DhanShiri,7CloPu57SYPIrJAB1Ie0Ew,https://www.yelp.com/biz/dhanshiri-jamaica?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,76,"{""169-28 Hillside Ave"",""Jamaica, NY 11432""}",21984,https://s3-media2.fl.yelpcdn.com/bphoto/QR4d66KhgyINN9q9svd1qw/o.jpg,40.710867,-73.7921906,Dhanshiri,40.7108279,-73.7920135,0.01554739,0.888888889,Affy's Premium Grill,40.764918,-73.9551707,14.98922666,0.206896552,TRUE,,
3677,Kennedy Fried Chicken,PsDUAzWVfI1vEHstvI6LeQ,https://www.yelp.com/biz/kennedy-fried-chicken-jamaica-4?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,12,"{""115-18 Lefferts Blvd"",""Jamaica, NY 11420""}",22040,https://s3-media3.fl.yelpcdn.com/bphoto/DoJevMbcgOiawwNCMPhHBA/o.jpg,40.6761658,-73.819202,Zaytoun,40.7471947,-73.8837387,9.589982642,0.071428571,Affy's Premium Grill,40.764918,-73.9551707,15.12267358,0.195121951,FALSE,I prefer getting�halal�from this place rather than the food cart by Walgreens.,
3688,CTown Supermarkets,HltA0oAYwnOOyInQ0R8fbQ,https://www.yelp.com/biz/ctown-supermarkets-jamaica-2?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,13,"{""16915 Hillside Ave"",""Jamaica, NY 11432""}",22153,https://s3-media1.fl.yelpcdn.com/bphoto/zL-S0SZN9bavQwcyr_TuDg/o.jpg,40.71116296,-73.79261141,Amina Thai,40.7107274,-73.7929057,0.054414421,0.142857143,Affy's Premium Grill,40.764918,-73.9551707,14.94353257,0.157894737,TRUE,They are�halal�and carry no pork products WHATSOEVER.,
3697,Halal Kitchen,sqoQYZXooWlstdx4I8WX_w,https://www.yelp.com/biz/halal-kitchen-jamaica?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,14,"{""187-14 Hillside Ave"",""Jamaica, NY 11423""}",22225,https://s3-media1.fl.yelpcdn.com/bphoto/qhJRzvmta4PRzTEBSQGU6w/o.jpg,40.71454,-73.77458,Halalbee's,40.7134136,-73.7795649,0.438414337,0.52173913,Affy's Premium Grill,40.764918,-73.9551707,16.21329905,0.121212121,TRUE,In name,
3700,Krispy Krunchy Chicken,-7Dq_NtTyd7WV-Nt1f-o9A,https://www.yelp.com/biz/krispy-krunchy-chicken-jamaica?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,30,"{""179-33 Hillside Ave"",""Jamaica, NY 11432""}",22230,https://s3-media4.fl.yelpcdn.com/bphoto/GbWdgG3obyghaB3s7e02sQ/o.jpg,40.7128961,-73.7832976,Krispy Krunchy Chicken,40.7129954,-73.7834415,0.016401746,1,Affy's Premium Grill,40.764918,-73.9551707,15.59319178,0.095238095,TRUE,,
3714,Rana's Halal Cart,zd-yPcBCsyLZiXZaS7PPkg,https://www.yelp.com/biz/ranas-halal-cart-queens?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,2,"{""89-11 Merrick Blvd"",""Queens, NY 11432""}",22678,,40.70788354,-73.79526459,Chang Pai,40.709427,-73.795526,0.173033963,0.230769231,Affy's Premium Grill,40.764918,-73.9551707,14.89084307,0.27027027,TRUE,In name,
3721,A-1 Grill,T4C0dk_umVQ1ntSPn-ruvg,https://www.yelp.com/biz/a-1-grill-bayonne-2?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,37,"{""351 Broadway"",""Bayonne, NJ 07002""}",22874,https://s3-media4.fl.yelpcdn.com/bphoto/zoHqAU1mcH0EG6XmQrTuRw/o.jpg,40.65895,-74.1228299,Halal Crown Chicken,40.640462,-74.1312001,2.173669721,0.214285714,Al Masry,40.7040908,-74.0131726,10.52126526,0.352941176,TRUE,Homemade quick Egyptian food under�Halal�supervision.�,
3728,Kabab King,bVyA5z69287U9B9W88hERg,https://www.yelp.com/biz/kabab-king-jackson-heights?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,322,"{""7301 37th Rd"",""Jackson Heights, NY 11372""}",23062,https://s3-media1.fl.yelpcdn.com/bphoto/8CAEvXFsCiDw15qifM_viA/o.jpg,40.7472744,-73.8922265,Jackson Heights Food Court,40.74715,-73.892259,0.014100899,0.222222222,Affy's Premium Grill,40.764918,-73.9551707,5.653115617,0.133333333,FALSE,"I'm just surprised because I've had a better experience at Indian restaurants priced the same, albeit not�halal.",
3729,Namaste Tashi Delek,TFE8EAjOqkrHYM9jH6De0A,https://www.yelp.com/biz/namaste-tashi-delek-jackson-heights?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,44,"{""37-66 74th St"",""Jackson Heights, NY 11372""}",23074,https://s3-media3.fl.yelpcdn.com/bphoto/xCcBTEomWy8dMCgCpfEJAA/o.jpg,40.7470984,-73.8917629,Namaste Tashi Delek,40.7470984,-73.8917629,0,1,Affy's Premium Grill,40.764918,-73.9551707,5.69653796,0.205128205,TRUE,,
3730,Gyro Grill,xWDk1Wymzd_-LRrDvpZAFg,https://www.yelp.com/biz/gyro-grill-rego-park?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,191,"{""63-02 Woodhaven Blvd"",""Rego Park, NY 11374""}",23076,https://s3-media1.fl.yelpcdn.com/bphoto/0MeAQIXte4XXsKxt8RV32A/o.jpg,40.72412,-73.86956,Nur Thai,40.72363615,-73.86878528,0.084598504,0.333333333,Affy's Premium Grill,40.764918,-73.9551707,8.520337689,0.533333333,FALSE,A step above�halal�carts but the food won't wow you.,
3731,Bosna Express,aGmh7n-HXgcIPs5xFhK2Tw,https://www.yelp.com/biz/bosna-express-ridgewood?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,63,"{""791 Fairview Ave"",""Ridgewood, NY 11385""}",23079,https://s3-media3.fl.yelpcdn.com/bphoto/uZjQD7JIfPOBqJM55xjAjA/o.jpg,40.70478914,-73.90240435,Bosna Express,40.7048,-73.9024164,0.001578218,1,Peri Peri Grill House,40.729432,-73.978802,6.997542535,0.176470588,TRUE,,
3740,Caribbean Crescent,US8loR26rBEa8HWF5zpM6w,https://www.yelp.com/biz/caribbean-crescent-washington?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,14,"{""1280 5th St NE"",""Washington, DC 20002""}",23323,https://s3-media2.fl.yelpcdn.com/bphoto/KErCh5T-uTnBqaHjwGMe1A/o.jpg,38.908457,-76.9987,Bistro Grill,40.5425821,-74.1453515,304.2155522,0.133333333,Al Masry,40.7040908,-74.0131726,323.8566219,0.153846154,TRUE,Good quality and selection off�halal�meat.,
3743,The Halal Guys,C6xnI8KL2jSzBnZYddtvfw,https://www.yelp.com/biz/the-halal-guys-washington-2?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,145,"{""1331 Connecticut Ave NW"",""Washington, DC 20036""}",23326,https://s3-media3.fl.yelpcdn.com/bphoto/bmgi9QU2YL4gmPtpMJ4gOw/o.jpg,38.9082,-77.04214,Bistro Grill,40.5425821,-74.1453515,307.219699,0.153846154,Al Masry,40.7040908,-74.0131726,326.8032552,0.272727273,TRUE,In name,
3747,New Dynasty,kqZ12iE4lWO28y1nklcY_w,https://www.yelp.com/biz/new-dynasty-washington-3?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,296,"{""2020 P St NW"",""Washington, DC 20036""}",23331,https://s3-media2.fl.yelpcdn.com/bphoto/WhZM4ZAcEjJsVaOI9S8qKg/o.jpg,38.909803,-77.045857,Bistro Grill,40.5425821,-74.1453515,307.3683915,0.173913043,Al Masry,40.7040908,-74.0131726,326.943434,0.421052632,TRUE,"All their items are�halal, so for a devout Zabihah�halal�eater, I am grateful that there is a Chinese place that serves great food.",
3748,Bantam King,NJTiNJC_TwlIfgeUEyF9zQ,https://www.yelp.com/biz/bantam-king-washington?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,782,"{""501 G St NW"",""Washington, DC 20001""}",23332,https://s3-media1.fl.yelpcdn.com/bphoto/bIQCL2iNcJD8qXW9YPlQ0Q/o.jpg,38.89846,-77.01923,Bistro Grill,40.5425821,-74.1453515,306.3014337,0.347826087,Al Masry,40.7040908,-74.0131726,325.9368354,0.105263158,TRUE,They serve�halal�dishes.,
3753,Super Pollo Charcoal Chicken,rfTSgbhmACtEwKsVIeoNlw,https://www.yelp.com/biz/super-pollo-charcoal-chicken-washington?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,49,"{""1327 Connecticut Ave Nw"",""Washington, DC 20036""}",23337,https://s3-media1.fl.yelpcdn.com/bphoto/eHWuS9AU7X0rL8eCyUuqLg/o.jpg,38.90807012,-77.0421299,Bistro Grill,40.5425821,-74.1453515,307.2277307,0.2,Al Masry,40.7040908,-74.0131726,326.811587,0.111111111,TRUE,And it's�halal�Peruvian to top it off.,
3755,Jezif Fried Chicken & Pizza,7FauOE11Kbq_ceg_KwYT9g,https://www.yelp.com/biz/jezif-fried-chicken-and-pizza-carteret?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,51,"{""815 Roosevelt Ave"",""Carteret, NJ 07008""}",23370,https://s3-media4.fl.yelpcdn.com/bphoto/fjJmFBdWHRk4w1hBFT5Rug/o.jpg,40.5906503,-74.22866,Papa's Halal Chicken,40.6252772,-74.1484573,7.78873688,0.382978723,Al Masry,40.7040908,-74.0131726,22.12754072,0.114285714,TRUE,"The prices are reasonable, service is friendly and they offer 100%�Halal�food.",
3756,Kandahar,mdxbLxsyApxIXmJgK4NYrQ,https://www.yelp.com/biz/kandahar-woodbridge-township?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,84,"{""1380 Oak Tree Rd"",""Woodbridge Township, NJ 08830""}",23373,https://s3-media1.fl.yelpcdn.com/bphoto/E4-lOgHbupE5YYb3Rebb8g/o.jpg,40.57393681,-74.32589686,Famous Falafel,40.551081,-74.150392,15.04192668,0.272727273,Al Masry,40.7040908,-74.0131726,30.09524656,0.25,FALSE,Halal�Restaurant with nice grilled items.,
3757,N Thai Palace,7c19FuD088ftSLqznCOf0g,https://www.yelp.com/biz/n-thai-palace-east-brunswick?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,523,"{""1020 Rt 18"",""East Brunswick, NJ 08816""}",23374,https://s3-media1.fl.yelpcdn.com/bphoto/04wyuDC99H6rgGfXUK34EA/o.jpg,40.41758675,-74.37043336,Bistro Grill,40.5425821,-74.1453515,23.57089261,0.24,Al Masry,40.7040908,-74.0131726,43.88341255,0.19047619,FALSE,,
3761,Royal Chicken & Gyro,Ic6hAfLme2ih9VfCflYnHw,https://www.yelp.com/biz/royal-chicken-and-gyro-washington?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,39,"{""Washington, DC""}",23382,https://s3-media2.fl.yelpcdn.com/bphoto/pkiCvm7c1mJ5aTPksWj62Q/o.jpg,,,United Fried Chicken & Pizza,40.816647,-73.939216,,0.458333333,ADDY��_��_��_S BARBEQUE,40.816647,-73.939216,,0.057142857,TRUE,Everything on the menu is�halal�and there's tons of specials and discounts going on throughout the week.,
3773,Duke's Grocery,JBW8opo46lKNN4Eu5VDvJg,https://www.yelp.com/biz/dukes-grocery-washington?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,1117,"{""1513 17th St NW"",""Washington, DC 20036""}",23394,https://s3-media4.fl.yelpcdn.com/bphoto/70MkmXb2yzTUpjPazRIx6g/o.jpg,38.9101969,-77.038134,Bistro Grill,40.5425821,-74.1453515,306.8093474,0.307692308,Al Masry,40.7040908,-74.0131726,326.3938534,0.272727273,FALSE,he mac & cheese and the burger(Creekstone�HALAL) was phenomenal.,
3778,Al's Gourmet Pizza,39Ivtt6Kqj_j5Oe_uQUFAQ,https://www.yelp.com/biz/als-gourmet-pizza-washington?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,97,"{""1382 E Capitol St NE"",""Washington, DC 20003""}",23439,https://s3-media1.fl.yelpcdn.com/bphoto/wdqPzV3wj3WApsV7wJf2VA/o.jpg,38.89011383,-76.98571777,Bistro Grill,40.5425821,-74.1453515,304.5775817,0.333333333,Al Masry,40.7040908,-74.0131726,324.2753286,0.307692308,TRUE,"When I picked up the pizza, I learned that Al's is now under different ownership than that which is listed on the About Us page, and they keep�halal.",
3788,Habebe,_3CSEuHp7RiJYZPzIGF0Ew,https://www.yelp.com/biz/habebe-washington?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,16,"{""Washington, DC 20245""}",23449,https://s3-media4.fl.yelpcdn.com/bphoto/FzuzoAqESFn7qCP58PvvFA/o.jpg,38.89175,-77.04351,Bistro Grill,40.5425821,-74.1453515,308.4227237,0,Al Masry,40.7040908,-74.0131726,328.0404336,0.142857143,FALSE,There are much better�halal�trucks around.�,
3797,Sahara 34,B1H5c2zC0GnYGcKPwyM0ZQ,https://www.yelp.com/biz/sahara-34-matawan?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,112,"{""1008 State Route 34"",""Matawan, NJ 07747""}",23400,https://s3-media3.fl.yelpcdn.com/bphoto/b_d3eQ8j-OS9gLyNnqFjvg/o.jpg,40.40331,-74.23234,Bistro Grill,40.5425821,-74.1453515,17.14552526,0.19047619,Al Masry,40.7040908,-74.0131726,38.22885586,0.235294118,TRUE,Great place to go to if you're looking for specialty Middle Eastern/Turkish/Desi items &�Halal�butcher shop.,
3799,Lal Hut,WnKK7kvj5g_ysIyKxQUAcQ,https://www.yelp.com/biz/lal-hut-iselin?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,52,"{""139 Correja Ave"",""Iselin, NJ 08830""}",23403,https://s3-media3.fl.yelpcdn.com/bphoto/txgLXJt6c_wKiLBqHGA96Q/o.jpg,40.57541707,-74.32698637,Famous Falafel,40.551081,-74.150392,15.16099689,0.19047619,Al Masry,40.7040908,-74.0131726,30.09702961,0.266666667,TRUE,https://www.yelp.com/biz_photos/lal-hut-iselin?select=g463F_YEy8KMhNhsP2HiFA,
3800,Habiby's,y5hYe1Zgf3F44qqnh7bxhA,https://www.yelp.com/biz/habibys-parlin?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,80,"{""499 Ernston Rd"",""Parlin, NJ 08859""}",23404,https://s3-media4.fl.yelpcdn.com/bphoto/R5W9zfGMo0OCSvz-ro_3iQ/o.jpg,40.4545016,-74.2945574,Bistro Grill,40.5425821,-74.1453515,15.97156587,0.2,Al Masry,40.7040908,-74.0131726,36.53696509,0.25,TRUE,The food is perfect and the best thing is that everything is�Halal.,
3802,Rahway Fried Chicken,21dM3BscrD0uO66fu9f3zw,https://www.yelp.com/biz/rahway-fried-chicken-rahway?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,69,"{""95 E Cherry St"",""Rahway, NJ 07065""}",23407,https://s3-media3.fl.yelpcdn.com/bphoto/gwVca94h6hw98WACJnjssQ/o.jpg,40.6067211,-74.274101,Papa's Halal Chicken,40.6252772,-74.1484573,10.80405261,0.55,Al Masry,40.7040908,-74.0131726,24.52987736,0.142857143,FALSE,My bf brought the food back and my oh my...it's some of the best�Halal�I've had in a long time.�,
